,price,highlights,address,area,num_rooms,floor,rent,online_property_inspection,ownership_status,flat_condition,perks,parking,heating,flat_description_bullets,neighborhood_bullets
https://www.otodom.pl/pl/oferta/2-pokoje-1-pietro-ogrodek-super-lokalizacja-ID4n0eT,174 000 zł,2 pokoje 1. piętro Ogródek SUPER LOKALIZACJA,"ul. 1 Maja, Bielawa, dzierżoniowski, dolnośląskie",38 m²,2,1/3,Zapytaj,Zapytaj,pełna własność,do remontu,ogródek,Zapytaj,inne,[],[]
https://www.otodom.pl/pl/oferta/nowa-inwestycja-kawalerka-na-2-pietrze-ID4n6Kn,238 280 zł,Nowa inwestycja! Kawalerka na 2 piętrze!,"Świdnica, świdnicki, dolnośląskie","29,6 m²",1,2/4,Zapytaj,Zapytaj,pełna własność,do wykończenia,Zapytaj,Zapytaj,miejskie,[],[]
https://www.otodom.pl/pl/oferta/apartament-resort-spa-gory-inwestycja-ID4jqBa,389 000 zł,apartament resort SPA góry Inwestycja,"ul. Na Skarpie, Biała Woda, Bystrzyca Kłodzka, kłodzki, dolnośląskie","28,13 m²",1,1/4,500 zł,Zapytaj,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,gazowe,[],[]
https://www.otodom.pl/pl/oferta/twoje-miejsce-w-gorach-sprawdz-link-wideo-ID4h0Qr,960 210 zł,Twoje miejsce w górach - sprawdź link wideo,"Szklarska Poręba, karkonoski, dolnośląskie","64,34 m²",2,1/2,550 zł,Zapytaj,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,elektryczne,[],[]
https://www.otodom.pl/pl/oferta/5-pokojowe-nowe-wykonczone-klimatyzacja-ID4mVtf,949 000 zł,"5 pokojowe, nowe, wykończone, klimatyzacja","ul. Gorlicka, Psie Pole, Psie Pole, Wrocław, dolnośląskie","96,12 m²",5,2,"515,28 zł",Zapytaj,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,kotłownia,[],[]
https://www.otodom.pl/pl/oferta/5500zl-mieszkanie-3-4-pokojowe-61m2-balkon-ogodek-ID4fB4H,339 295 zł,"5500zł Mieszkanie 3/4 pokojowe 61m2, balkon+ogódek","ul. Wierzbowa, Skarbimierz-Osiedle, Skarbimierz, brzeski, opolskie","61,69 m²",3,1/1,Zapytaj,Zapytaj,Zapytaj,do wykończenia,"balkon, ogródek",Zapytaj,gazowe,[],[]
https://www.otodom.pl/pl/oferta/3-pokoje-blisko-centrum-wyposazone-i-umeblowane-ID4mFZR,335 000 zł,"3 pokoje! Blisko centrum, wyposażone i umeblowane","ul. Wałowa, Syców, Syców, oleśnicki, dolnośląskie",54 m²,3,2/4,Zapytaj,Zapytaj,spółdzielcze wł. prawo do lokalu,do zamieszkania,Zapytaj,Zapytaj,Zapytaj,[],[]
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-brzeg-dolny-68-47m2-w-centrum-ID4mB1f,575 000 zł,"Mieszkanie 3 pokoje Brzeg Dolny 68,47m2 w centrum","ul. Mikołaja Kopernika, Brzeg Dolny, Brzeg Dolny, wołowski, dolnośląskie","68,47 m²",3,1/2,Zapytaj,Zapytaj,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,miejskie,[],[]
https://www.otodom.pl/pl/oferta/mieszkanie-jagodno-wroclaw-ID4n2r0,840 000 zł,Mieszkanie Jagodno Wrocław,"Jagodno, Krzyki, Wrocław, dolnośląskie","60,94 m²",3,2/4,Zapytaj,Zapytaj,Zapytaj,do zamieszkania,taras,garaż/miejsce parkingowe,miejskie,[],[]
https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-w-walbrzychu-w-dzielnicy-bialy-ID4n2aX,168 000 zł,Sprzedam mieszkanie w Wałbrzychu w dzielnicy Biały,"ul. Piaskowa, Biały Kamień, Wałbrzych, dolnośląskie","34,04 m²",2,parter/3,130 zł,Zapytaj,pełna własność,do zamieszkania,Zapytaj,Zapytaj,inne,[],[]
https://www.otodom.pl/pl/oferta/sloneczne-dwustronne-w-pelni-wyposazone-ID4n3kQ,350 000 zł,Słoneczne dwustronne w pełni wyposażone,"Siechnice, Siechnice, wrocławski, dolnośląskie",48 m²,2,2/2,Zapytaj,tak,pełna własność,do zamieszkania,Zapytaj,Zapytaj,miejskie,[],[]
https://www.otodom.pl/pl/oferta/kawalerka-na-spokojnym-i-zielonym-osiedlu-ID4n373,399 000 zł,★ Kawalerka na spokojnym i zielonym osiedlu ★,"ul. Buforowa, Jagodno, Krzyki, Wrocław, dolnośląskie","27,23 m²",1,parter,380 zł,Film,pełna własność,do zamieszkania,taras,Zapytaj,kotłownia,[],[]
https://www.otodom.pl/pl/oferta/zadbane-ciche-funkcjonalne-i-lokalizacja-ID4n657,740 000 zł,"Zadbane, ciche, funkcjonalne i... lokalizacja","ul. Benedyktyńska, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",60 m²,3,3/10,850 zł,Zapytaj,spółdzielcze wł. prawo do lokalu,do zamieszkania,Zapytaj,Zapytaj,miejskie,[],[]
https://www.otodom.pl/pl/oferta/zerniki-109m2-ID4lQ4u,950 000 zł,"Żerniki, 109m2","Żerniki, ulica Kiemliczów, Żerniki, Fabryczna, Wrocław, dolnośląskie",109 m²,4,3/2,1 200 zł,Zapytaj,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie,[],[]
https://www.otodom.pl/pl/oferta/kawalerka-25m2-grabiszynska-spizowa-hit-na-juz-ID4i91m,399 000 zł,Kawalerka 25m2 Grabiszyńska / Spiżowa_HIT na JUŻ,"ul. Spiżowa, Gajowice, Fabryczna, Wrocław, dolnośląskie",25 m²,1,3/4,250 zł,Wirtualny spacer,pełna własność,do zamieszkania,balkon,Zapytaj,miejskie,[],[]
https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-zielonej-etiudzie-ID4n3ay,459 900 zł,Luksusowy apartament w Zielonej Etiudzie,"ul. Ofiar Oświęcimskich, Świdnica, świdnicki, dolnośląskie",46 m²,2,3/3,500 zł,Zapytaj,pełna własność,do zamieszkania,Zapytaj,garaż/miejsce parkingowe,miejskie,[],[]
https://www.otodom.pl/pl/oferta/sloneczny-nowy-otok-6-b2-mieszkanie-z-tarasem-ID4hbvK,469 500 zł,☀️Słoneczny Nowy Otok☀️ 6/B2 Mieszkanie z tarasem,"ul. Wesoła, Oława, oławski, dolnośląskie","62,6 m²",3,1/1,Zapytaj,Zapytaj,pełna własność,do wykończenia,taras,garaż/miejsce parkingowe,inne,[],[]
https://www.otodom.pl/pl/oferta/2-pokoje-balkon-garaz-dwumiejscowy-ul-chorwacka-ID4mZ0k,799 000 zł,"2 pokoje, balkon, garaż dwumiejscowy, ul.Chorwacka","Różanka, Psie Pole, Wrocław, dolnośląskie","59,34 m²",2,7/7,890 zł,Zapytaj,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie,"['Łazienka z toaletą: 6,12 m2', 'Sypialnia: 19,20 m2', 'Salon + kuchnia: 29.28 m2', 'Korytarz: 4,62 m2']",[]
https://www.otodom.pl/pl/oferta/2-pokoje-pelen-rozklad-klecina-urzadzone-kredyt2-ID4bq5g,549 000 zł,2 Pokoje/Pełen rozkład/Klecina/Urządzone/Kredyt2%,"ul. Szparagowa, Klecina, Krzyki, Wrocław, dolnośląskie","46,86 m²",2,parter/3,340 zł,tak,pełna własność,do zamieszkania,Zapytaj,Zapytaj,gazowe,[],The info was not provided
https://www.otodom.pl/pl/oferta/zerniki-109m2-ID4lQ4u,950 000 zł,"Żerniki, 109m2","Żerniki, ulica Kiemliczów, Żerniki, Fabryczna, Wrocław, dolnośląskie",109 m²,4,3/2,1 200 zł,Zapytaj,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie,[],The info was not provided
https://www.otodom.pl/pl/oferta/zadbane-ciche-funkcjonalne-i-lokalizacja-ID4n657,740 000 zł,"Zadbane, ciche, funkcjonalne i... lokalizacja","ul. Benedyktyńska, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",60 m²,3,3/10,850 zł,Zapytaj,spółdzielcze wł. prawo do lokalu,do zamieszkania,Zapytaj,Zapytaj,miejskie,[],The info was not provided
https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-ID4luX8,185 000 zł,Mieszkanie z balkonem,"Lubin, lubiński, dolnośląskie","44,4 m²",2,4/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,[],The info was not provided
https://www.otodom.pl/pl/oferta/spokoj-zielen-z-widokiem-na-park-grabiszynski-ID4ln8P,1 090 000 zł,"Spokój, zieleń, z widokiem na Park Grabiszyński","ul. Henryka Arctowskiego, Grabiszyn, Fabryczna, Wrocław, dolnośląskie",97 m²,4,2/2,Zapytaj,tak,pełna własność,do zamieszkania,ogródek,garaż/miejsce parkingowe,gazowe,[],The info was not provided
https://www.otodom.pl/pl/oferta/obnizka-ceny-o-30-tys-poprzednia-865-tys-ID4kyQj,835 000 zł,Obniżka ceny o 30 tys. (poprzednia 865 tys.)!,"ul. Krzycka, Krzyki, Krzyki, Wrocław, dolnośląskie",68 m²,3,parter/3,470 zł,Zapytaj,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,miejskie,[],The info was not provided
https://www.otodom.pl/pl/oferta/bezczynszowe-dwupokojowe-z-pieknym-ogrodem-ID4mZnw,539 000 zł,Bezczynszowe dwupokojowe z pięknym ogrodem!,"ul. Witebska, Zawidawie, Psie Pole, Wrocław, dolnośląskie","47,5 m²",2,1,Zapytaj,tak,udział,do zamieszkania,ogródek,garaż/miejsce parkingowe,gazowe,[],The info was not provided
https://www.otodom.pl/pl/oferta/4-pokoje-z-balkonem-centrum-ID4g6XU,360 000 zł,4 pokoje z balkonem CENTRUM,"Legnica, dolnośląskie",60 m²,4,2/4,500 zł,Zapytaj,Zapytaj,Zapytaj,balkon,Zapytaj,miejskie,[],The info was not provided
https://www.otodom.pl/pl/oferta/apartament-2-pokojowy-fv-czarna-gora-ID4g7J7,512 400 zł,Apartament 2 pokojowy | FV | Czarna Góra,"Janowa Góra, Stronie Śląskie, kłodzki, dolnośląskie",42 m²,2,2/4,650 zł,Zapytaj,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,kotłownia,[],The info was not provided
https://www.otodom.pl/pl/oferta/mieszkanie-50m2-3pok-plac-ratuszowy-ID4n4kB,345 000 zł,"Mieszkanie 50m2, 3pok, Plac Ratuszowy!","ul. Pionierów Jeleniej Góry, Śródmieście, Jelenia Góra, dolnośląskie",50 m²,3,4/4,660 zł,Zapytaj,pełna własność,do wykończenia,Zapytaj,Zapytaj,miejskie,"['3 pokoje\n-1 przestronny, wysoki, słoneczny salon\n-2 osobne pokoje (jeden na piętrze)', 'kuchnia z oknem', 'łazienka z wc', 'przedpokój']",['piwnica']
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-klodzko-ul-dabrowki-ID4mNk2,320 000 zł,"2 - pokojowe mieszkanie, Kłodzko, ul. Dąbrówki","ul. Dąbrówki, Kłodzko, kłodzki, dolnośląskie","46,61 m²",2,1/4,Zapytaj,Zapytaj,pełna własność,do zamieszkania,balkon,Zapytaj,miejskie,[],The info was not provided
https://www.otodom.pl/pl/oferta/urzadzone-dwa-pokoje-wszystko-nowe-komorowska-ID4n7Ev,479 000 zł,"Urządzone, dwa pokoje, wszystko nowe, Komorowska","ul. Komorowska, Nowy Dwór, Fabryczna, Wrocław, dolnośląskie",36 m²,2,1/3,600 zł,Zapytaj,pełna własność,do zamieszkania,Zapytaj,Zapytaj,miejskie,[],The info was not provided
https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-96m-ul-wroclawska-ID4n1kI,695 000 zł,Mieszkanie dwupoziomowe 96m ul.Wrocławska,"ul. Wrocławska, Trzebnica, Trzebnica, trzebnicki, dolnośląskie",96 m²,4,2/2,500 zł,Zapytaj,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,gazowe,[],The info was not provided
https://www.otodom.pl/pl/oferta/2-pokoje-47-79-m2-na-start-lutynia-ID4n8R7,349 969 zł,"2 pokoje, 47,79 m2, Na Start, Lutynia","ul. Słoneczna, Lutynia, Miękinia, średzki, dolnośląskie","47,79 m²",2,2/2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,balkon,Zapytaj,gazowe,[],The info was not provided
https://www.otodom.pl/pl/oferta/2-pokoje-46-91-m2-najlepsze-na-start-lutynia-ID4n8R6,349 400 zł,"2 pokoje, 46,91 m2, najlepsze na start, Lutynia","ul. Słoneczna, Lutynia, Miękinia, średzki, dolnośląskie","46,91 m²",2,1/2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,balkon,Zapytaj,gazowe,[],The info was not provided
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-piekny-widok-i-autostrada-ID4msgL,280 000 zł,"Mieszkanie 3 pokojowe, piękny widok i autostrada","Spalice, Oleśnica, oleśnicki, dolnośląskie","55,5 m²",3,1/3,Zapytaj,Zapytaj,pełna własność,do zamieszkania,Zapytaj,garaż/miejsce parkingowe,inne,[],The info was not provided
https://www.otodom.pl/pl/oferta/stablowice-willowe-komfort-duzy-garaz-ws-ogrod-ID4jtUF,625 000 zł,"Stabłowice, willowe, komfort, duży garaż ws, ogród","ul. Górecka, Leśnica, Fabryczna, Wrocław, dolnośląskie",47 m²,2,1/1,Zapytaj,Zapytaj,pełna własność,do zamieszkania,ogródek,garaż/miejsce parkingowe,gazowe,[],The info was not provided
